amount_loan,status,type_card,date_card,no. of inhabitants,no. of municipalities with inhabitants < 499,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants 2000-9999,no. of municipalities with inhabitants >10000,no. of cities,ratio of urban inhabitants,average salary,unemploymant rate '95,no. of enterpreneurs per 1000 inhabitants,frequency,date_account,sex,age,n_credits,n_withdrawals,total_credit,mean_credit,std_credit,min_credit,min_balance,max_balance,mean_balance,n_members,loan_year
48672,1,0,0.0,157042,49,70,18,0,9,33.9,8743,1.88,111,monthly issuance,1993/09/17,male,73,34,63,88063.5,2590.1029411764707,2789.9488074466362,33.8,300.0,33484.4,23050.189690721647,2,1994
140400,1,0,0.0,323870,0,0,0,1,1,100.0,10673,4.75,100,monthly issuance,1993/10/10,male,80,22,23,261444.7,11883.85,18021.45895760702,100.9,400.0,115000.2,43563.61999999999,1,1994
192552,-1,0,0.0,70646,94,14,3,1,4,58.4,8547,2.65,120,weekly issuance,1993/08/29,female,58,26,25,158360.4,6090.784615384614,8280.211002707227,10.2,800.0,49563.0,23979.01176470588,1,1994
164052,-1,0,0.0,51313,34,12,3,1,4,59.2,8930,3.52,108,issuance after transaction,1993/11/17,female,46,28,37,394206.7,14078.810714285715,16630.01876276395,53.7,-2564.7,112045.6,41752.16153846152,1,1994
205200,1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,weekly issuance,1993/06/11,female,58,36,93,623544.1000000001,17320.669444444447,18532.38836159656,82.4,900.0,93928.5,58336.31162790698,1,1994
51408,1,0,0.0,45714,52,10,5,1,6,55.6,8843,2.82,113,monthly issuance,1993/11/16,male,72,31,33,453745.69999999995,14636.958064516128,16009.250483117028,43.8,900.0,137087.2,52299.285937499975,1,1994
199680,1,0,0.0,139012,59,41,8,3,10,61.9,8363,2.52,108,monthly issuance,1993/10/25,male,72,28,46,282042.6,10072.949999999999,11122.933740383558,20.2,500.0,62238.8,33658.61756756758,1,1994
482940,-1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,monthly issuance,1993/08/29,female,45,56,74,273163.9,4877.926785714286,6930.983326628101,7.8,900.0,57707.2,26358.7546153846,1,1994
36684,1,0,0.0,285387,0,2,8,5,7,89.9,10177,6.63,81,monthly issuance,1993/03/29,female,43,50,75,315586.8,6311.736,6588.546762336432,8.3,700.0,50774.2,30229.797600000005,1,1994
398640,1,0,0.0,323870,0,0,0,1,1,100.0,10673,4.75,100,weekly issuance,1993/07/26,female,61,34,52,741435.8,21806.935294117644,22565.664807843103,32.1,400.0,121689.5,63383.57558139535,1,1994
100980,1,0,0.0,387570,0,0,0,1,1,100.0,9897,1.6,140,monthly issuance,1993/12/01,male,56,27,43,207705.6,7692.799999999999,8018.395488068478,75.7,600.0,53376.7,35614.74428571429,1,1994
31248,1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,monthly issuance,1993/05/30,female,82,51,69,857688.8,16817.427450980394,16825.87374556315,128.0,1000.0,144715.3,64493.09916666662,1,1994
115992,1,0,0.0,51313,34,12,3,1,4,59.2,8930,3.52,108,weekly issuance,1993/04/17,male,84,46,81,399447.49999999994,8683.641304347828,11965.946763295991,5.4,200.0,107692.0,25666.40708661417,1,1994
76380,1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,monthly issuance,1994/05/01,female,64,20,25,91939.2,4596.959999999999,4712.425757996785,36.1,1100.0,41703.3,26122.848888888897,1,1995
288468,1,0,0.0,86513,38,36,5,1,5,50.5,8288,3.79,110,monthly issuance,1994/08/29,female,63,14,3,95840.50000000001,6845.750000000001,11034.899217883512,6.4,600.0,71939.2,36999.52352941177,1,1995
177744,-1,0,0.0,108871,41,29,7,2,6,62.1,8444,3.24,106,monthly issuance,1993/08/10,male,49,36,59,326642.5,9073.402777777777,11111.194579945966,10.0,-2485.5,89733.5,26746.5252631579,1,1995
270648,-1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,weekly issuance,1994/03/07,male,84,36,36,492006.6,13666.849999999999,18160.931559830766,105.9,200.0,134501.4,60819.976388888885,1,1995
48624,1,0,0.0,128118,9,16,6,3,8,85.3,9317,6.49,97,monthly issuance,1993/08/05,male,60,49,68,736573.0,15032.102040816324,14898.825859617396,21.1,200.0,134187.4,63857.2367521368,1,1995
76416,1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,monthly issuance,1993/03/13,female,87,57,96,505472.8,8867.943859649122,10002.545773505748,48.8,8686.4,64494.1,31375.160784313728,2,1995
137880,-1,0,0.0,226122,32,50,7,4,4,62.6,8994,3.8,110,weekly issuance,1993/09/15,male,58,38,51,278052.9,7317.181578947369,7291.526961197341,30.5,200.0,52658.4,24523.07303370786,1,1995
347952,1,0,0.0,45714,52,10,5,1,6,55.6,8843,2.82,113,monthly issuance,1993/03/30,female,57,50,70,835259.0000000001,16705.18,17379.245774409974,111.1,300.0,123013.2,54157.19416666667,1,1995
68112,1,0,0.0,88768,10,18,5,1,7,80.5,8867,1.02,130,monthly issuance,1993/08/04,female,44,37,110,747246.0999999999,20195.84054054054,21406.983358311678,113.6,300.0,111588.8,47220.13401360543,1,1995
95808,1,0,0.0,161854,73,21,6,1,6,76.3,9425,1.72,125,monthly issuance,1993/11/27,male,81,40,50,758891.5,18972.2875,16865.476371573266,109.8,900.0,122452.2,59701.78666666667,1,1995
20832,1,0,0.0,85852,41,23,4,2,4,59.8,8965,7.08,104,monthly issuance,1993/08/01,male,73,47,104,197615.90000000002,4204.593617021276,4568.553229624768,26.0,500.0,41997.9,21368.909933774863,1,1995
316140,-1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,monthly issuance,1993/03/24,male,53,60,79,275514.7,4591.911666666667,4472.8282460892815,16.7,800.0,39616.2,18632.933812949643,1,1995
43164,1,0,0.0,117897,139,28,5,1,6,53.8,8814,4.76,107,monthly issuance,1994/02/08,female,45,26,43,505169.9,19429.611538461537,21566.298497578613,111.0,800.0,120071.4,68377.06376811591,1,1995
221280,1,0,0.0,323870,0,0,0,1,1,100.0,10673,4.75,100,weekly issuance,1994/01/15,female,57,25,46,437805.60000000003,17512.224,18886.26615714622,69.5,1100.0,106144.8,37596.93239436623,2,1995
151728,-1,0,0.0,323870,0,0,0,1,1,100.0,10673,4.75,100,monthly issuance,1994/05/16,male,45,28,29,249499.7,8910.703571428572,13565.002400608162,9.8,-669.7,82784.6,30491.098245614015,1,1995
79920,1,0,0.0,170449,0,0,0,1,1,100.0,10787,2.64,131,monthly issuance,1993/11/26,male,68,29,66,381737.6,13163.365517241378,14096.07700074426,24.3,700.0,74199.5,43846.97789473684,1,1995
538500,1,0,0.0,95616,65,30,4,1,6,51.4,9307,3.85,118,monthly issuance,1994/03/18,male,61,22,36,258133.60000000003,11733.345454545457,12241.57074187425,40.4,200.0,69775.9,33687.85862068966,1,1995
97224,1,0,0.0,74062,99,15,4,2,7,61.4,8114,2.38,119,monthly issuance,1993/09/10,male,71,42,70,230279.8,5482.852380952382,5690.511384034256,51.9,1000.0,43393.0,22360.53660714285,2,1995
28248,1,0,0.0,162580,83,26,5,1,6,72.8,9538,1.51,111,monthly issuance,1993/08/24,female,51,38,56,398113.5999999999,10476.673684210524,11121.579780639377,26.9,400.0,69893.0,45582.44893617021,1,1995
168984,-1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,monthly issuance,1993/08/10,male,45,74,86,920743.1,12442.474324324327,16271.418007332113,28.0,-517.7,120806.4,56053.99750000008,1,1995
76680,1,0,0.0,228848,15,40,18,2,6,57.2,9893,4.09,96,monthly issuance,1993/09/12,female,67,53,90,719837.3,13581.835849056604,19987.889534204827,91.9,1000.0,104676.1,62933.4748251748,2,1995
331560,1,0,0.0,88884,80,26,6,2,5,46.7,8507,1.67,132,monthly issuance,1993/08/21,female,39,40,79,459626.4,11490.66,12316.987682096751,36.3,900.0,71924.6,36941.99831932773,2,1995
103680,-1,0,0.0,95907,87,25,5,2,7,59.1,8388,2.41,87,monthly issuance,1993/07/20,male,50,44,65,227466.7,5169.697727272727,5092.981211591363,26.2,500.0,46520.1,28250.10917431192,1,1995
99696,-1,0,0.0,114200,101,41,4,1,4,43.7,8403,5.74,105,monthly issuance,1993/06/08,female,50,45,63,649189.6,14426.435555555556,16356.543583868195,61.8,-974.6,127684.9,46341.29351851856,1,1995
134784,1,0,0.0,285387,0,2,8,5,7,89.9,10177,6.63,81,monthly issuance,1994/06/04,female,81,30,25,264674.3,8822.476666666666,14458.349213914627,12.2,900.0,112839.2,44005.11272727274,1,1995
15420,1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,monthly issuance,1993/05/23,female,56,53,98,253168.6,4776.766037735849,4884.570441823116,22.1,1000.0,41137.4,24577.200000000033,1,1995
31728,1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,monthly issuance,1993/09/05,female,71,41,76,319027.3,7781.153658536584,8053.18089540082,36.5,600.0,56122.8,31139.747863247834,2,1995
185952,1,0,0.0,125236,28,11,1,4,5,87.7,9675,6.43,100,monthly issuance,1994/03/19,male,76,20,14,250010.1,12500.505,16935.10434827066,68.7,700.0,145318.2,50113.19411764706,1,1995
156672,1,0,0.0,72541,66,26,10,0,8,36.9,8594,1.62,112,monthly issuance,1994/02/25,female,65,37,38,135886.90000000002,3672.6189189189195,3551.690906599422,11.2,500.0,41876.9,22927.502666666693,1,1995
18564,1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,monthly issuance,1994/11/25,female,58,9,4,77465.7,8607.3,10385.836977225283,24.0,200.0,56498.4,35538.04615384616,1,1995
158976,1,0,0.0,139012,59,41,8,3,10,61.9,8363,2.52,108,monthly issuance,1993/11/03,male,82,52,104,678171.0000000001,13041.749999999998,13603.887577446525,74.4,600.0,130293.2,49916.091025641086,1,1995
47304,1,0,0.0,197099,29,41,10,2,10,74.7,9624,1.6,145,monthly issuance,1993/11/10,male,50,76,91,1189194.4,15647.294736842105,17036.188992384374,38.3,400.0,148093.0,68740.02335329348,1,1995
104712,1,0,0.0,323870,0,0,0,1,1,100.0,10673,4.75,100,monthly issuance,1993/05/20,male,77,72,119,1155020.5,16041.951388888885,16620.530595350563,83.9,400.0,147603.2,57357.84345549748,1,1995
126600,1,0,0.0,162580,83,26,5,1,6,72.8,9538,1.51,111,monthly issuance,1993/05/20,male,82,46,86,795503.6,17293.55652173913,17819.145751474447,62.3,400.0,94043.3,47118.99318181818,1,1995
68400,-1,0,0.0,228848,15,40,18,2,6,57.2,9893,4.09,96,monthly issuance,1994/10/30,female,45,9,5,62746.2,6971.799999999999,11183.766661773661,66.2,800.0,51242.2,31793.735714285714,1,1995
225420,1,0,0.0,117897,139,28,5,1,6,53.8,8814,4.76,107,monthly issuance,1994/06/17,female,73,22,29,155236.5,7056.204545454547,7273.706922063439,43.4,200.0,53271.6,31185.156862745098,1,1995
248148,1,0,0.0,72541,66,26,10,0,8,36.9,8594,1.62,112,monthly issuance,1993/12/11,female,81,37,83,347756.19999999995,9398.816216216215,9879.254997538854,86.7,600.0,67486.0,36063.78833333336,1,1995
187224,-1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,monthly issuance,1993/12/13,male,74,38,50,502143.60000000003,13214.305263157892,16502.302563744764,16.8,-243.3,92571.3,42084.311363636334,1,1995
36396,1,0,0.0,127369,31,32,13,2,7,51.2,8369,4.73,107,weekly issuance,1993/07/06,male,49,56,102,949476.7,16954.94107142857,17421.002082176314,92.8,800.0,125887.5,57977.03481012657,1,1995
189060,1,0,0.0,149893,63,29,6,2,6,67.4,9753,4.64,109,issuance after transaction,1994/11/02,female,63,14,16,301974.5,21569.60714285714,22692.419653045927,100.5,200.0,101793.6,72242.8966666667,1,1995
71064,1,0,0.0,85852,41,23,4,2,4,59.8,8965,7.08,104,monthly issuance,1994/04/21,female,75,29,57,226245.69999999998,7801.575862068966,8226.384399021723,32.3,700.0,55373.3,34577.30232558138,1,1995
87216,1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,monthly issuance,1993/09/21,female,67,41,107,232489.3,5670.470731707317,5673.2089935169815,25.0,700.0,43787.3,30847.149324324353,1,1995
158760,1,0,0.0,78955,50,24,8,1,9,59.0,9060,1.78,124,monthly issuance,1993/07/27,male,43,55,111,395880.60000000003,7197.82909090909,8273.803562464433,17.0,900.0,59898.4,24908.761445783133,1,1995
417060,1,0,0.0,45714,52,10,5,1,6,55.6,8843,2.82,113,monthly issuance,1993/11/20,male,63,41,33,432097.10000000003,10538.953658536588,14228.90225662362,67.8,200.0,127508.6,58445.027027027056,2,1995
63360,1,0,0.0,75685,31,28,5,1,9,60.8,8208,1.89,155,monthly issuance,1993/09/06,female,59,49,70,202133.0,4125.163265306122,4198.692867364292,51.7,700.0,40733.8,29108.363865546195,2,1995
29784,1,0,0.0,170449,0,0,0,1,1,100.0,10787,2.64,131,monthly issuance,1995/02/08,male,48,9,3,60620.2,6735.5777777777785,6669.971137264722,59.4,200.0,49220.3,27626.08333333333,2,1995
139536,1,0,0.0,117897,139,28,5,1,6,53.8,8814,4.76,107,monthly issuance,1993/11/14,female,80,67,98,1210717.2000000002,18070.40597014925,16553.117927474355,12.2,800.0,151546.9,63889.87393939401,1,1995
265320,1,0,0.0,121947,37,28,7,3,11,70.5,8541,2.51,131,monthly issuance,1993/09/18,male,71,64,84,412238.9,6441.2328125,9263.780338107968,33.6,700.0,61993.3,35566.88108108107,2,1995
198240,1,0,0.0,118650,8,8,5,1,3,85.6,9832,3.32,114,monthly issuance,1995/01/15,male,65,11,5,78047.2,7095.2,7305.874144002209,43.0,300.0,51947.2,30953.143750000003,1,1995
60000,1,0,0.0,77917,85,19,6,1,5,53.5,8390,2.28,132,monthly issuance,1993/09/13,male,75,48,89,184336.5,3840.34375,4081.988093684422,41.5,400.0,39393.9,24643.283941605838,1,1995
465072,1,0,0.0,125832,151,41,2,3,5,48.3,8512,3.51,102,monthly issuance,1994/01/14,female,80,38,65,460422.30000000005,12116.376315789475,13125.870056607197,52.0,300.0,79557.6,27778.745631067963,2,1995
98592,1,0,0.0,92084,55,29,4,3,5,46.7,10124,0.56,141,issuance after transaction,1995/01/08,female,58,13,13,162431.90000000002,12494.76153846154,14073.752585252358,68.7,900.0,78713.7,54128.56538461536,1,1995
285600,1,0,0.0,95616,65,30,4,1,6,51.4,9307,3.85,118,weekly issuance,1994/11/15,male,40,24,25,269184.3,11216.012500000003,13346.718169462272,31.1,1100.0,126077.1,49651.8918367347,2,1995
44088,1,0,0.0,81344,61,23,4,2,6,55.3,8899,3.39,149,monthly issuance,1994/12/08,female,70,17,15,128071.3,7533.605882352941,8712.749825433313,61.8,1000.0,55576.8,36548.818750000006,1,1995
20220,1,0,0.0,81344,61,23,4,2,6,55.3,8899,3.39,149,monthly issuance,1994/08/27,female,48,23,28,263406.0,11452.434782608696,14715.895590996111,90.7,500.0,122906.7,41077.63529411765,1,1995
107640,1,0,0.0,88884,80,26,6,2,5,46.7,8507,1.67,132,monthly issuance,1995/02/13,female,62,12,11,233781.10000000003,19481.758333333335,20687.868352093712,69.6,600.0,107783.7,50214.50434782608,1,1995
21396,1,0,0.0,58796,22,16,7,1,5,51.9,9045,3.13,124,monthly issuance,1994/06/04,female,46,34,44,193524.1,5691.8852941176465,5807.16104175945,59.2,1000.0,46848.9,30812.946153846162,2,1995
33984,1,0,0.0,197099,29,41,10,2,10,74.7,9624,1.6,145,monthly issuance,1994/08/24,male,49,36,34,183167.90000000002,5087.997222222222,7009.146352852561,18.2,600.0,55077.5,38587.76000000001,1,1995
45336,1,0,0.0,51428,50,11,3,1,4,52.7,8402,3.13,120,monthly issuance,1994/04/27,male,64,33,57,361660.3,10959.40303030303,11427.286514700374,16.3,800.0,71486.0,48152.953333333375,1,1995
85860,1,0,0.0,88884,80,26,6,2,5,46.7,8507,1.67,132,monthly issuance,1994/06/29,female,66,47,49,181800.00000000003,3868.0851063829787,5516.512883783313,5.0,1000.0,44713.5,30461.404166666678,1,1995
188688,1,0,0.0,197099,29,41,10,2,10,74.7,9624,1.6,145,monthly issuance,1995/04/02,female,56,12,10,131401.4,10950.116666666667,13612.244491822483,70.0,400.0,71255.7,42203.17272727273,1,1995
309552,1,0,0.0,226122,32,50,7,4,4,62.6,8994,3.8,110,monthly issuance,1995/01/18,male,86,16,19,330907.3,20681.706250000003,21612.294539342452,55.7,700.0,121713.2,56105.49999999996,1,1995
36168,1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,monthly issuance,1995/03/04,male,60,15,21,139338.2,9289.213333333335,10031.543256424895,64.2,300.0,63738.0,39063.76666666667,1,1995
314520,1,0,0.0,105606,77,26,7,2,7,53.0,8254,2.79,97,weekly issuance,1994/06/05,female,66,56,74,1011187.1000000001,18056.912500000002,16897.738626369908,88.2,500.0,128119.4,63527.42000000002,1,1995
21852,1,0,0.0,125236,28,11,1,4,5,87.7,9675,6.43,100,monthly issuance,1995/04/22,male,67,12,6,104539.90000000001,8711.658333333333,10570.55529456134,27.8,700.0,60863.2,38509.05,1,1995
266220,1,0,0.0,70646,94,14,3,1,4,58.4,8547,2.65,120,monthly issuance,1994/05/10,female,56,53,91,420932.30000000005,7942.118867924531,11465.41167371299,83.4,900.0,66744.4,34922.881249999984,1,1995
231696,1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,weekly issuance,1994/07/01,female,47,34,92,692989.8999999999,20382.05588235294,22050.37882088102,102.1,800.0,108575.3,45873.61666666672,2,1995
260028,1,0,0.0,75637,35,36,9,0,7,36.5,9622,0.45,154,monthly issuance,1993/12/08,male,45,47,114,1042331.3,22177.26170212766,23496.414645972218,150.1,200.0,124900.7,50676.81987577646,1,1995
419880,1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,weekly issuance,1995/05/26,male,78,11,7,232190.5,21108.227272727272,24734.340292075343,39.0,200.0,104039.9,59352.83333333334,2,1995
37908,1,0,0.0,145688,22,41,13,2,5,40.7,8544,1.29,109,monthly issuance,1994/07/28,female,45,31,45,307505.69999999995,9919.538709677418,10390.880287337784,14.1,800.0,69530.4,42164.027631578945,1,1995
73836,1,0,0.0,119895,17,4,3,2,4,89.9,10446,7.34,90,monthly issuance,1995/04/26,female,54,14,5,192453.1,13746.65,17258.131984472177,19.1,900.0,129607.8,55315.16842105263,1,1995
41952,1,0,0.0,161854,73,21,6,1,6,76.3,9425,1.72,125,monthly issuance,1994/09/03,male,49,31,74,321582.80000000005,10373.63870967742,11448.341393281313,71.6,500.0,71527.0,41502.025714285715,1,1995
99336,1,0,0.0,228848,15,40,18,2,6,57.2,9893,4.09,96,monthly issuance,1994/12/09,female,41,24,28,128469.79999999999,5352.908333333333,5837.2880217291995,58.5,300.0,46568.0,27019.571153846144,1,1995
60156,-1,0,0.0,93931,74,21,10,1,8,56.9,8427,1.12,107,monthly issuance,1995/03/27,male,45,26,30,480580.30000000005,18483.85769230769,17607.33855427726,15.9,400.0,159712.8,72667.63571428569,1,1995
182040,1,0,0.0,51428,50,11,3,1,4,52.7,8402,3.13,120,monthly issuance,1994/11/21,male,72,24,35,536797.8,22366.575,23232.705006936834,67.2,600.0,110447.5,67475.90169491527,2,1995
244368,1,0,0.0,114200,101,41,4,1,4,43.7,8403,5.74,105,issuance after transaction,1994/07/22,male,51,64,80,1328954.3,20764.9109375,16500.498778147776,200.0,200.0,143453.3,75924.2409722223,1,1995
113796,1,0,0.0,387570,0,0,0,1,1,100.0,9897,1.6,140,issuance after transaction,1994/12/01,female,44,25,47,249344.09999999998,9973.764000000001,10662.964486517496,104.9,500.0,58022.1,36840.57361111111,2,1995
73056,1,0,0.0,119895,17,4,3,2,4,89.9,10446,7.34,90,monthly issuance,1995/02/06,female,44,23,28,73128.70000000001,3179.5086956521745,3043.154834574422,15.7,500.0,33555.4,23255.149019607838,2,1995
137904,-1,0,0.0,75637,35,36,9,0,7,36.5,9622,0.45,154,monthly issuance,1995/07/22,male,53,9,3,55759.8,6195.533333333334,5852.680097399822,29.4,600.0,43259.7,26886.19166666667,1,1995
31176,1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,monthly issuance,1995/06/08,male,53,12,11,129137.7,10761.475,11279.735325563837,71.1,700.0,65769.6,46304.15217391303,1,1995
217152,1,classic,951122.0,226122,32,50,7,4,4,62.6,8994,3.8,110,monthly issuance,1995/01/29,male,47,21,36,382143.0,18197.28571428571,19725.115633635352,4.4,400.0,109774.3,49107.06666666669,1,1995
194880,1,0,0.0,323870,0,0,0,1,1,100.0,10673,4.75,100,monthly issuance,1994/06/01,male,42,37,76,478122.4,12922.227027027027,13668.439955801843,108.1,300.0,71138.8,36421.42566371683,1,1995
27984,1,0,0.0,139012,59,41,8,3,10,61.9,8363,2.52,108,weekly issuance,1994/07/10,male,72,30,46,286194.39999999997,9539.813333333332,14385.312000493428,56.9,500.0,82352.4,30639.863157894713,1,1995
92976,1,0,0.0,51313,34,12,3,1,4,59.2,8930,3.52,108,weekly issuance,1994/05/22,male,44,50,59,666916.9,13338.337999999998,14748.409595764722,66.1,300.0,122342.1,50436.466055045865,2,1995
104712,1,0,0.0,51313,34,12,3,1,4,59.2,8930,3.52,108,weekly issuance,1994/05/22,male,44,50,58,664119.2999999999,13282.386,14758.449368965925,66.1,300.0,119752.3,52379.12870370369,2,1995
191880,1,0,0.0,103347,87,16,7,1,7,67.0,9104,1.51,123,monthly issuance,1995/03/15,male,72,35,52,566208.8999999999,16177.397142857148,15766.190089508656,71.8,400.0,128539.4,53685.78620689651,1,1995
232560,1,0,0.0,323870,0,0,0,1,1,100.0,10673,4.75,100,issuance after transaction,1995/07/05,female,51,14,13,197022.59999999998,14073.042857142855,13954.254891979352,107.8,600.0,102665.9,63188.63333333334,1,1995
204000,1,0,0.0,77917,85,19,6,1,5,53.5,8390,2.28,132,monthly issuance,1994/12/17,male,77,25,40,269311.0,10772.44,11437.70676807637,49.3,400.0,68172.8,37809.39846153843,1,1995
125340,1,0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,167,weekly issuance,1994/09/05,male,77,57,70,624607.3999999999,10958.024561403507,14031.02612211188,69.3,500.0,110933.4,51145.51574803151,1,1995
309600,1,0,0.0,226122,32,50,7,4,4,62.6,8994,3.8,110,weekly issuance,1995/01/17,male,46,22,34,467021.00000000006,21228.227272727272,22153.825212454456,64.8,400.0,112363.1,58185.589285714275,1,1995
189696,1,0,0.0,51428,50,11,3,1,4,52.7,8402,3.13,120,weekly issuance,1995/04/09,female,77,30,59,559759.2000000001,18658.64,17219.246572519987,152.6,700.0,125386.9,54137.10561797752,2,1996
135360,1,junior,951024.0,102609,75,33,2,3,6,52.0,8187,4.83,94,monthly issuance,1995/01/03,male,46,32,45,603340.4,18854.3875,18147.592634761724,65.4,200.0,146479.5,64881.31428571429,1,1996
98832,1,0,0.0,95907,87,25,5,2,7,59.1,8388,2.41,87,monthly issuance,1994/02/06,female,51,50,127,401400.30000000005,8028.005999999999,8518.190730943912,38.1,500.0,63095.4,31814.268361581904,1,1996
20352,1,0,0.0,109164,98,16,6,1,4,63.6,8757,3.38,96,monthly issuance,1995/04/03,male,69,22,26,97274.6,4421.572727272727,4694.180527214299,24.4,400.0,44427.9,31814.41458333332,2,1996
165120,1,0,0.0,121947,37,28,7,3,11,70.5,8541,2.51,131,monthly issuance,1994/05/21,male,68,50,66,197974.40000000002,3959.488,3911.455420999363,31.0,1100.0,37946.3,24377.371551724114,2,1996
89880,1,0,0.0,285387,0,2,8,5,7,89.9,10177,6.63,81,weekly issuance,1995/08/18,male,58,13,16,215539.49999999997,16579.961538461535,19986.375573689296,26.2,800.0,116004.2,62571.28275862068,1,1996
128988,-1,0,0.0,70646,94,14,3,1,4,58.4,8547,2.65,120,weekly issuance,1994/08/01,male,82,35,47,314909.49999999994,8997.414285714287,11910.012455842325,1.5,-36.1,78192.9,34740.702439024375,1,1996
